x	y	z
0,114	0,113753236401576	0,0180350366096528
0,115	0,114746688393664	0,0181911465280469
0,116	0,115740025639073	0,0183472017117709
0,117	0,116733247144466	0,01850320168842
0,118	0,117726351916621	0,0186591459856818
0,119	0,118719338962435	0,0188150341313367
0,12	0,119712207288919	0,0189708656532586
0,121	0,120704955903206	0,019126640079416
0,122	0,121697583812548	0,0192823569378726
0,123	0,122690090024315	0,019438015756788
0,124	0,123682473546003	0,0195936160644187
0,125	0,124674733385228	0,0197491573891188
0,126	0,125666868549729	0,0199046392593406
0,127	0,126658878047373	0,0200600612036358
0,128	0,127650760886149	0,0202154227506559
0,129	0,128642516074174	0,0203707234291531
0,13	0,129634142619695	0,0205259627679813
0,131	0,130625639531083	0,0206811402960965
0,132	0,131617005816843	0,0208362555425579
0,133	0,132608240485608	0,0209913080365285
0,134	0,133599342546144	0,0211462973072763
0,135	0,134590311007348	0,0213012228841742
0,136	0,135581144878253	0,0214560842967018
0,137	0,136571843168024	0,0216108810744455
0,138	0,137562404885963	0,0217656127470997
0,139	0,138552829041508	0,0219202788444671
0,14	0,139543114644237	0,0220748788964601
0,141	0,140533260703862	0,022229412433101
0,142	0,141523266230238	0,0223838789845233
0,143	0,142513130233359	0,0225382780809721
0,144	0,143502851723363	0,0226926092528051
0,145	0,144492429710526	0,0228468720304932
0,146	0,145481863205272	0,0230010659446215
0,147	0,146471151218167	0,0231551905258899
0,148	0,147460292759923	0,023309245305114
0,149	0,148449286841398	0,0234632298132259
0,15	0,149438132473599	0,0236171435812749
0,151	0,15042682866768	0,0237709861404283
0,152	0,151415374434945	0,0239247570219721
0,153	0,152403768786848	0,0240784557573122
0,154	0,153392010734995	0,0242320818779745
0,155	0,154380099291143	0,0243856349156062
0,156	0,155368033467206	0,0245391144019766
0,157	0,156355812275248	0,0246925198689774
0,158	0,157343434727491	0,024845850848624
0,159	0,158330899836312	0,024999106873056
0,16	0,159318206614246	0,0251522874745383
0,161	0,160305354073987	0,0253053921854612
0,162	0,161292341228387	0,0254584205383421
0,163	0,16227916709046	0,0256113720658254
0,164	0,163265830673379	0,025764246300684
0,165	0,164252330990481	0,0259170427758196
0,166	0,165238667055266	0,0260697610242638
0,167	0,166224837881397	0,0262224005791786
0,168	0,167210842482704	0,0263749609738574
0,169	0,168196679873183	0,0265274417417256
0,17	0,169182349066996	0,0266798424163416
0,171	0,170167849078474	0,0268321625313974
0,172	0,171153178922117	0,0269844016207194
0,173	0,172138337612595	0,0271365592182693
0,174	0,173123324164751	0,0272886348581447
0,175	0,174108137593596	0,0274406280745802
0,176	0,175092776914318	0,0275925384019476
0,177	0,176077241142278	0,0277443653747573
0,178	0,177061529293012	0,0278961085276589
0,179	0,178045640382231	0,0280477673954415
0,18	0,179029573425824	0,0281993415130353
0,181	0,180013327439859	0,0283508304155118
0,182	0,180996901440582	0,0285022336380845
0,183	0,181980294444418	0,0286535507161103
0,184	0,182963505467975	0,0288047811850897
0,185	0,183946533528041	0,0289559245806676
0,186	0,18492937764159	0,0291069804386346
0,187	0,185912036825776	0,0292579482949272
0,188	0,186894510097941	0,0294088276856287
0,189	0,187876796475611	0,0295596181469702
0,19	0,188858894976501	0,0297103192153314
0,191	0,189840804618511	0,029860930427241
0,192	0,190822524419732	0,0300114513193777
0,193	0,191804053398445	0,0301618814285712
0,194	0,192785390573121	0,0303122202918025
0,195	0,193766534962422	0,030462467446205
0,196	0,194747485585204	0,0306126224290654
0,197	0,195728241460517	0,030762684777824
0,198	0,196708801607605	0,0309126540300759
0,199	0,197689165045907	0,0310625297235716
0,2	0,198669330795061	0,0312123113962179
0,201	0,199649297874901	0,0313619985860784
0,202	0,200629065305459	0,0315115908313746
0,203	0,201608632106969	0,0316610876704864
0,204	0,202587997299864	0,0318104886419532
0,205	0,203567159904778	0,0319597932844743
0,206	0,204546118942549	0,0321090011369098
0,207	0,205524873434219	0,0322581117382817
0,208	0,206503422401032	0,0324071246277741
0,209	0,207481764864439	0,0325560393447343
0,21	0,2084598998461	0,0327048554286738
0,211	0,209437826367877	0,0328535724192684
0,212	0,210415543451846	0,0330021898563598
0,213	0,211393050120289	0,0331507072799557
0,214	0,2123703453957	0,0332991242302309
0,215	0,213347428300782	0,0334474402475279
0,216	0,214324297858455	0,033595654872358
0,217	0,215300953091847	0,0337437676454015
0,218	0,216277393024304	0,0338917781075091
0,219	0,217253616679386	0,0340396857997023
0,22	0,218229623080869	0,0341874902631741
0,221	0,219205411252748	0,0343351910392901
0,222	0,220180980219234	0,0344827876695891
0,223	0,221156329004757	0,0346302796957836
0,224	0,22213145663397	0,0347776666597612
0,225	0,223106362131745	0,0349249481035848
0,226	0,224081044523177	0,0350721235694933
0,227	0,225055502833583	0,0352191925999032
0,228	0,226029736088504	0,0353661547374083
0,229	0,227003743313708	0,0355130095247813
0,23	0,227977523535188	0,0356597565049739
0,231	0,228951075779164	0,0358063952211183
0,232	0,229924399072082	0,0359529252165272
0,233	0,230897492440621	0,0360993460346952
0,234	0,231870354911687	0,0362456572192992
0,235	0,232842985512417	0,0363918583141992
0,236	0,233815383270181	0,0365379488634393
0,237	0,234787547212581	0,0366839284112481
0,238	0,235759476367453	0,0368297965020397
0,239	0,236731169762869	0,0369755526804147
0,24	0,237702626427135	0,0371211964911604
0,241	0,238673845388794	0,0372667274792519
0,242	0,239644825676627	0,0374121451898529
0,243	0,240615566319655	0,0375574491683164
0,244	0,241586066347137	0,0377026389601853
0,245	0,242556324788572	0,0378477141111936
0,246	0,243526340673703	0,0379926741672666
0,247	0,244496113032513	0,038137518674522
0,248	0,245465640895231	0,0382822471792709
0,249	0,246434923292328	0,0384268592280177
0,25	0,247403959254523	0,038571354367462
0,251	0,248372747812779	0,0387157321444984
0,252	0,249341287998308	0,0388599921062179
0,253	0,250309578842569	0,0390041337999082
0,254	0,251277619377273	0,0391481567730549
0,255	0,252245408634378	0,0392920605733418
0,256	0,253212945646096	0,0394358447486522
0,257	0,254180229444889	0,0395795088470691
0,258	0,255147259063473	0,0397230524168762
0,259	0,25611403353482	0,0398664750065589
0,26	0,257080551892155	0,0400097761648047
0,261	0,258046813168959	0,0401529554405041
0,262	0,259012816398972	0,0402960123827513
0,263	0,25997856061619	0,0404389465408451
0,264	0,260944044854869	0,0405817574642897
0,265	0,261909268149524	0,040724444702795
0,266	0,262874229534934	0,0408670078062779
0,267	0,263838928046136	0,041009446324863
0,268	0,264803362718431	0,0411517598088827
0,269	0,265767532587387	0,0412939478088791
0,27	0,266731436688831	0,0414360098756036
0,271	0,267695074058861	0,0415779455600184
0,272	0,26865844373384	0,041719754413297
0,273	0,269621544750397	0,041861435986825
0,274	0,270584376145432	0,0420029898322009
0,275	0,271546936956113	0,0421444155012365
0,276	0,27250922621988	0,0422857125459584
0,277	0,273471242974443	0,0424268805186079
0,278	0,274432986257786	0,0425679189716425
0,279	0,275394455108166	0,0427088274577359
0,28	0,276355648564114	0,0428496055297796
0,281	0,277316565664436	0,042990252740883
0,282	0,278277205448215	0,0431307686443743
0,283	0,279237566954813	0,0432711527938015
0,284	0,280197649223866	0,0434114047429329
0,285	0,281157451295294	0,0435515240457579
0,286	0,282116972209294	0,0436915102564878
0,287	0,283076211006345	0,0438313629295566
0,288	0,284035166727209	0,0439710816196215
0,289	0,284993838412929	0,0441106658815642
0,29	0,285952225104836	0,0442501152704908
0,291	0,28691032584454	0,0443894293417334
0,292	0,287868139673943	0,0445286076508504
0,293	0,28882566563523	0,0446676497536272
0,294	0,289782902770876	0,0448065552060772
0,295	0,290739850123643	0,0449453235644425
0,296	0,291696506736584	0,0450839543851945
0,297	0,292652871653042	0,0452224472250346
0,298	0,293608943916654	0,0453608016408954
0,299	0,294564722571346	0,0454990171899408
0,3	0,29552020666134	0,0456370934295672
0,301	0,296475395231151	0,0457750299174041
0,302	0,297430287325593	0,0459128262113151
0,303	0,298384881989772	0,046050481869398
0,304	0,299339178269093	0,0461879964499862
0,305	0,300293175209262	0,0463253695116492
0,306	0,30124687185628	0,0464626006131933
0,307	0,302200267256451	0,0465996893136624
0,308	0,30315336045638	0,0467366351723389
0,309	0,304106150502975	0,0468734377487439
0,31	0,305058636443444	0,0470100966026387
0,311	0,306010817325301	0,0471466112940251
0,312	0,306962692196368	0,047282981383146
0,313	0,307914260104767	0,0474192064304866
0,314	0,308865520098932	0,0475552859967747
0,315	0,309816471227603	0,047691219642982
0,316	0,310767112539828	0,047827006930324
0,317	0,311717443084967	0,0479626474202615
0,318	0,312667461912688	0,0480981406745011
0,319	0,313617168072974	0,0482334862549959
0,32	0,314566560616118	0,048368683723946
0,321	0,315515638592727	0,0485037326437999
0,322	0,316464401053724	0,0486386325772544
0,323	0,317412847050347	0,0487733830872561
0,324	0,318360975634148	0,0489079837370017
0,325	0,319308785857001	0,0490424340899387
0,326	0,320256276771094	0,0491767337097666
0,327	0,321203447428938	0,049310882160437
0,328	0,32215029688336	0,0494448790061549
0,329	0,323096824187513	0,049578723811379
0,33	0,324043028394868	0,0497124161408229
0,331	0,324988908559222	0,0498459555594553
0,332	0,325934463734695	0,0499793416325011
0,333	0,326879692975731	0,0501125739254421
0,334	0,327824595337101	0,0502456520040176
0,335	0,328769169873903	0,0503785754342254
0,336	0,329713415641563	0,0505113437823221
0,337	0,330657331695834	0,0506439566148242
0,338	0,331600917092802	0,0507764134985088
0,339	0,33254417088888	0,0509087140004141
0,34	0,333487092140814	0,0510408576878404
0,341	0,334429679905685	0,0511728441283507
0,342	0,335371933240903	0,0513046728897713
0,343	0,336313851204216	0,051436343540193
0,344	0,337255432853706	0,0515678556479712
0,345	0,338196677247791	0,0516992087817272
0,346	0,339137583445227	0,0518304025103485
0,347	0,340078150505108	0,0519614364029898
0,348	0,341018377486867	0,0520923100290736
0,349	0,341958263450277	0,052223022958291
0,35	0,342897807455451	0,0523535747606023
0,351	0,343837008562847	0,0524839650062381
0,352	0,344775865833263	0,0526141932656995
0,353	0,345714378327842	0,0527442591097591
0,354	0,346652545108071	0,0528741621094619
0,355	0,347590365235784	0,0530039018361256
0,356	0,348527837773161	0,0531334778613419
0,357	0,349464961782729	0,0532628897569765
0,358	0,350401736327365	0,0533921370951705
0,359	0,351338160470293	0,0535212194483409
0,36	0,35227423327509	0,053650136389181
0,361	0,353209953805683	0,0537788874906616
0,362	0,354145321126352	0,0539074723260315
0,363	0,355080334301729	0,0540358904688182
0,364	0,356014992396802	0,0541641414928289
0,365	0,356949294476911	0,0542922249721506
0,366	0,357883239607756	0,0544201404811515
0,367	0,358816826855392	0,0545478875944815
0,368	0,35975005528623	0,0546754658870727
0,369	0,360682923967043	0,0548028749341404
0,37	0,361615431964962	0,0549301143111836
0,371	0,362547578347479	0,0550571835939859
0,372	0,363479362182448	0,0551840823586163
0,373	0,364410782538086	0,0553108101814295
0,374	0,365341838482971	0,0554373666390672
0,375	0,366272529086048	0,0555637513084583
0,376	0,367202853416626	0,0556899637668198
0,377	0,368132810544382	0,0558160035916579
0,378	0,369062399539357	0,055941870360768
0,379	0,369991619471964	0,0560675636522359
0,38	0,370920469412983	0,0561930830444385
0,381	0,371848948433563	0,0563184281160445
0,382	0,372777055605225	0,0564435984460147
0,383	0,373704789999863	0,0565685936136035
0,384	0,374632150689742	0,0566934131983589
0,385	0,375559136747501	0,0568180567801236
0,386	0,376485747246155	0,0569425239390355
0,387	0,377411981259094	0,0570668142555288
0,388	0,378337837860082	0,057190927310334
0,389	0,379263316123264	0,0573148626844796
0,39	0,380188415123161	0,0574386199592917
0,391	0,381113133934676	0,0575621987163958
0,392	0,382037471633087	0,0576855985377167
0,393	0,38296142729406	0,0578088190054795
0,394	0,383884999993636	0,0579318597022104
0,395	0,384808188808245	0,0580547202107375
0,396	0,385730992814697	0,058177400114191
0,397	0,386653411090188	0,0582998989960044
0,398	0,387575442712301	0,0584222164399153
0,399	0,388497086759003	0,0585443520299654
0,4	0,38941834230865	0,0586663053505022
0,401	0,390339208439988	0,0587880759861789
0,402	0,39125968423215	0,0589096635219553
0,403	0,39217976876466	0,059031067543099
0,404	0,393099461117435	0,0591522876351853
0,405	0,39401876037078	0,0592733233840985
0,406	0,394937665605399	0,0593941743760326
0,407	0,395856175902384	0,0595148401974916
0,408	0,396774290343227	0,0596353204352906
0,409	0,397692008009812	0,0597556146765562
0,41	0,398609327984423	0,0598757225087274
0,411	0,399526249349739	0,0599956435195564
0,412	0,400442771188838	0,0601153772971091
0,413	0,4013588925852	0,0602349234297658
0,414	0,402274612622703	0,0603542815062221
0,415	0,403189930385627	0,0604734511154892
0,416	0,404104844958653	0,0605924318468952
0,417	0,405019355426869	0,0607112232900854
0,418	0,405933460875763	0,060829825035023
0,419	0,40684716039123	0,0609482366719899
0,42	0,40776045305957	0,0610664577915875
0,421	0,408673337967492	0,0611844879847371
0,422	0,409585814202109	0,0613023268426809
0,423	0,410497880850946	0,0614199739569827
0,424	0,411409537001937	0,0615374289195282
0,425	0,412320781743425	0,0616546913225262
0,426	0,413231614164165	0,061771760758509
0,427	0,414142033353326	0,0618886368203333
0,428	0,415052038400488	0,0620053191011805
0,429	0,415961628395646	0,062121807194558
0,43	0,416870802429211	0,0622381006942995
0,431	0,417779559592008	0,0623541991945654
0,432	0,41868789897528	0,0624701022898445
0,433	0,419595819670687	0,0625858095749534
0,434	0,420503320770311	0,0627013206450383
0,435	0,421410401366648	0,0628166350955751
0,436	0,422317060552619	0,0629317525223702
0,437	0,423223297421565	0,0630466725215612
0,438	0,424129111067249	0,0631613946896179
0,439	0,425034500583857	0,0632759186233423
0,44	0,425939465066	0,06339024391987
0,441	0,426844003608713	0,0635043701766706
0,442	0,427748115307458	0,0636182969915481
0,443	0,428651799258124	0,0637320239626422
0,444	0,429555054557026	0,0638455506884286
0,445	0,430457880300909	0,0639588767677196
0,446	0,431360275586948	0,0640720017996651
0,447	0,432262239512747	0,064184925383753
0,448	0,433163771176343	0,0642976471198103
0,449	0,434064869676203	0,0644101666080032
0,45	0,43496553411123	0,0645224834488383
0,451	0,43586576358076	0,064634597243163
0,452	0,436765557184561	0,0647465075921661
0,453	0,437664914022843	0,0648582140973791
0,454	0,438563833196246	0,064969716360676
0,455	0,439462313805853	0,0650810139842747
0,456	0,440360354953183	0,0651921065707373
0,457	0,441257955740195	0,0653029937229708
0,458	0,442155115269287	0,0654136750442281
0,459	0,443051832643301	0,0655241501381083
0,46	0,44394810696552	0,0656344186085576
0,461	0,444843937339668	0,0657444800598698
0,462	0,445739322869916	0,0658543340966874
0,463	0,446634262660879	0,0659639803240016
0,464	0,447528755817616	0,0660734183471537
0,465	0,448422801445634	0,0661826477718352
0,466	0,449316398650889	0,0662916682040889
0,467	0,450209546539782	0,0664004792503093
0,468	0,451102244219166	0,0665090805172433
0,469	0,451994490796344	0,0666174716119913
0,47	0,452886285379068	0,0667256521420071
0,471	0,453777627075545	0,0668336217150993
0,472	0,454668514994433	0,0669413799394316
0,473	0,455558948244843	0,0670489264235235
0,474	0,456448925936343	0,0671562607762512
0,475	0,457338447178956	0,0672633826068479
0,476	0,458227511083159	0,0673702915249049
0,477	0,459116116759889	0,067476987140372
0,478	0,460004263320541	0,0675834690635581
0,479	0,460891949876968	0,0676897369051321
0,48	0,461779175541483	0,0677957902761236
0,481	0,462665939426861	0,0679016287879233
0,482	0,463552240646339	0,0680072520522838
0,483	0,464438078313614	0,0681126596813205
0,484	0,46532345154285	0,0682178512875117
0,485	0,466208359448673	0,0683228264837
0,486	0,467092801146175	0,0684275848830925
0,487	0,467976775750915	0,0685321260992614
0,488	0,468860282378919	0,068636449746145
0,489	0,469743320146679	0,0687405554380483
0,49	0,470625888171158	0,0688444427896432
0,491	0,471507985569788	0,06894811141597
0,492	0,472389611460472	0,0690515609324373
0,493	0,473270764961584	0,0691547909548231
0,494	0,47415144519197	0,0692578010992753
0,495	0,475031651270951	0,0693605909823123
0,496	0,47591138231832	0,0694631602208239
0,497	0,476790637454346	0,0695655084320719
0,498	0,477669415799775	0,0696676352336905
0,499	0,478547716475827	0,0697695402436873
0,5	0,479425538604203	0,0698712230804437
0,501	0,48030288130708	0,0699726833627157
0,502	0,481179743707116	0,0700739207096346
0,503	0,482056124927449	0,0701749347407076
0,504	0,482932024091696	0,0702757250758184
0,505	0,48380744032396	0,070376291335228
0,506	0,484682372748824	0,0704766331395751
0,507	0,485556820491355	0,0705767501098771
0,508	0,486430782677107	0,0706766418675305
0,509	0,487304258432116	0,0707763080343119
0,51	0,488177246882908	0,0708757482323779
0,511	0,489049747156493	0,0709749620842667
0,512	0,489921758380372	0,0710739492128982
0,513	0,490793279682533	0,0711727092415748
0,514	0,491664310191455	0,0712712417939818
0,515	0,492534849036109	0,0713695464941885
0,516	0,493404895345954	0,0714676229666486
0,517	0,494274448250945	0,071565470836201
0,518	0,495143506881529	0,07166308972807
0,519	0,496012070368647	0,0717604792678667
0,52	0,496880137843737	0,0718576390815888
0,521	0,49774770843873	0,0719545687956222
0,522	0,498614781286056	0,0720512680367407
0,523	0,499481355518642	0,0721477364321072
0,524	0,500347430269914	0,0722439736092745
0,525	0,501213004673798	0,0723399791961854
0,526	0,502078077864719	0,0724357528211737
0,527	0,502942648977604	0,0725312941129648
0,528	0,503806717147881	0,0726266027006764
0,529	0,504670281511484	0,072721678213819
0,53	0,505533341204847	0,0728165202822967
0,531	0,506395895364911	0,0729111285364076
0,532	0,507257943129122	0,0730055026068448
0,533	0,508119483635432	0,0730996421246968
0,534	0,508980516022301	0,073193546721448
0,535	0,509841039428696	0,07328721602898
0,536	0,510701052994094	0,0733806496795713
0,537	0,511560555858482	0,0734738473058987
0,538	0,512419547162356	0,0735668085410376
0,539	0,513278026046726	0,0736595330184626
0,54	0,514135991653113	0,0737520203720486
0,541	0,514993443123551	0,0738442702360706
0,542	0,515850379600589	0,0739362822452053
0,543	0,51670680022729	0,0740280560345308
0,544	0,517562704147234	0,0741195912395281
0,545	0,518418090504517	0,0742108874960811
0,546	0,519272958443753	0,0743019444404776
0,547	0,520127307110073	0,0743927617094098
0,548	0,52098113564913	0,0744833389399749
0,549	0,521834443207094	0,0745736757696758
0,55	0,522687228930659	0,0746637718364217
0,551	0,523539491967039	0,0747536267785288
0,552	0,52439123146397	0,0748432402347208
0,553	0,525242446569713	0,0749326118441298
0,554	0,526093136433053	0,0750217412462966
0,555	0,526943300203301	0,0751106280811714
0,556	0,527792937030293	0,0751992719891148
0,557	0,528642046064392	0,0752876726108978
0,558	0,529490626456488	0,075375829587703
0,559	0,530338677358002	0,075463742561125
0,56	0,531186197920883	0,0755514111731709
0,561	0,532033187297611	0,0756388350662611
0,562	0,532879644641195	0,0757260138832301
0,563	0,533725569105179	0,0758129472673265
0,564	0,534570959843639	0,0758996348622145
0,565	0,535415816011183	0,0759860763119737
0,566	0,536260136762956	0,0760722712611002
0,567	0,537103921254637	0,0761582193545072
0,568	0,537947168642441	0,0762439202375255
0,569	0,538789878083122	0,0763293735559041
0,57	0,539632048733969	0,076414578955811
0,571	0,540473679752813	0,0764995360838336
0,572	0,541314770298022	0,0765842445869794
0,573	0,542155319528505	0,0766687041126768
0,574	0,542995326603715	0,0767529143087755
0,575	0,543834790683643	0,0768368748235472
0,576	0,544673710928825	0,076920585305686
0,577	0,545512086500342	0,0770040454043096
0,578	0,546349916559818	0,0770872547689594
0,579	0,547187200269423	0,077170213049601
0,58	0,548023936791874	0,0772529198966255
0,581	0,548860125290433	0,0773353749608495
0,582	0,549695764928912	0,0774175778935159
0,583	0,550530854871673	0,0774995283462944
0,584	0,551365394283624	0,0775812259712826
0,585	0,552199382330228	0,0776626704210059
0,586	0,553032818177495	0,0777438613484187
0,587	0,553865700991989	0,0778247984069046
0,588	0,554698029940829	0,0779054812502773
0,589	0,555529804191685	0,0779859095327812
0,59	0,556361022912784	0,0780660829090918
0,591	0,557191685272906	0,0781460010343163
0,592	0,558021790441388	0,0782256635639946
0,593	0,558851337588127	0,0783050701540995
0,594	0,559680325883575	0,0783842204610374
0,595	0,560508754498744	0,0784631141416491
0,596	0,561336622605205	0,0785417508532101
0,597	0,56216392937509	0,0786201302534316
0,598	0,562990673981093	0,0786982520004607
0,599	0,563816855596468	0,0787761157528813
0,6	0,564642473395035	0,0788537211697145
0,601	0,565467526551176	0,0789310679104193
0,602	0,566292014239837	0,0790081556348932
0,603	0,567115935636531	0,0790849840034729
0,604	0,567939289917337	0,0791615526769347
0,605	0,5687620762589	0,0792378613164952
0,606	0,569584293838434	0,079313909583812
0,607	0,570405941833722	0,0793896971409842
0,608	0,571227019423116	0,0794652236505528
0,609	0,572047525785538	0,0795404887755018
0,61	0,572867460100481	0,0796154921792584
0,611	0,573686821548013	0,0796902335256935
0,612	0,57450560930877	0,0797647124791227
0,613	0,575323822563966	0,0798389287043068
0,614	0,576141460495388	0,0799128818664521
0,615	0,576958522285397	0,0799865716312112
0,616	0,577775007116932	0,0800599976646836
0,617	0,578590914173508	0,0801331596334163
0,618	0,579406242639217	0,0802060572044045
0,619	0,580220991698733	0,0802786900450918
0,62	0,581035160537305	0,0803510578233712
0,621	0,581848748340765	0,0804231602075856
0,622	0,582661754295525	0,0804949968665282
0,623	0,58347417758858	0,0805665674694433
0,624	0,584286017407505	0,0806378716860268
0,625	0,585097272940462	0,0807089091864269
0,626	0,585907943376195	0,0807796796412445
0,627	0,586718027904033	0,0808501827215339
0,628	0,587527525713892	0,0809204180988032
0,629	0,588336435996274	0,0809903854450154
0,63	0,58914475794227	0,0810600844325885
0,631	0,589952490743556	0,081129514734396
0,632	0,590759633592401	0,0811986760237681
0,633	0,591566185681661	0,0812675679744915
0,634	0,592372146204786	0,0813361902608107
0,635	0,593177514355813	0,0814045425574282
0,636	0,593982289329375	0,0814726245395049
0,637	0,594786470320698	0,0815404358826612
0,638	0,5955900565256	0,0816079762629772
0,639	0,596393047140495	0,0816752453569935
0,64	0,597195441362392	0,0817422428417113
0,641	0,597997238388898	0,0818089683945939
0,642	0,598798437418215	0,0818754216935662
0,643	0,599599037649145	0,0819416024170162
0,644	0,600399038281087	0,0820075102437948
0,645	0,601198438514041	0,0820731448532171
0,646	0,601997237548607	0,0821385059250625
0,647	0,602795434585985	0,0822035931395752
0,648	0,603593028827978	0,0822684061774653
0,649	0,604390019476993	0,0823329447199089
0,65	0,60518640573604	0,0823972084485488
0,651	0,60598218680873	0,0824611970454951
0,652	0,606777361899285	0,0825249101933258
0,653	0,607571930212528	0,0825883475750873
0,654	0,608365890953892	0,0826515088742951
0,655	0,609159243329415	0,0827143937749342
0,656	0,609951986545746	0,0827770019614597
0,657	0,610744119810141	0,0828393331187976
0,658	0,611535642330467	0,0829013869323448
0,659	0,612326553315201	0,0829631630879705
0,66	0,613116851973434	0,0830246612720161
0,661	0,613906537514865	0,0830858811712959
0,662	0,614695609149811	0,0831468224730979
0,663	0,615484066089198	0,0832074848651841
0,664	0,61627190754457	0,0832678680357913
